transaction_id,user_id,receiver_id,receiver_type,amount,timestamp,date,hour_of_day,day_of_week,is_weekend,is_night_transaction,time_since_last_txn_min,transaction_type,payment_app,device_type,status,user_city_tier,user_kyc_status,user_avg_monthly_txn,user_avg_txn_value,user_loyalty_score,new_device_flag,ip_location_mismatch,failed_attempts_last_24h,transaction_velocity,amount_deviation_score,is_fraud,recurring_payment_flag,balance_after_transaction,transaction_frequency_score
TXN0013690,USR01443,MRC0233,Merchant,378.75,2024-09-27 08:52:08,2024-09-27,8,Friday,0,0,253115.8,EMI,Paytm,iOS,Success,Tier 2,Not Verified,25,172.09,0.522,0,0,0,0.0,1.2009,0,1,38097.71,0.5
TXN0008643,USR01721,MRC0032,Merchant,127.83,2024-09-27 09:13:10,2024-09-27,9,Friday,0,0,233076.97,EMI,PhonePe,Android,Success,Tier 2,Not Verified,32,240.69,0.991,0,0,0,0.0,0.4689,0,1,7479.19,0.64
TXN0008349,USR01428,USR00159,User,55.24,2024-09-27 09:35:46,2024-09-27,9,Friday,0,0,358705.08,P2P,GPay,Android,Success,Tier 2,Verified,41,290.38,0.382,1,0,0,0.0,0.8098,1,0,41457.43,0.82
TXN0015437,USR00904,MRC0048,Merchant,204.9,2024-09-27 09:48:23,2024-09-27,9,Friday,0,0,102651.33,P2M,Amazon Pay,Android,Failed,Tier 2,Verified,20,499.25,0.566,0,0,0,0.0,0.5896,0,0,2649.3,0.4
TXN0017522,USR00087,USR01042,User,1056.88,2024-09-27 09:55:27,2024-09-27,9,Friday,0,0,91693.95,P2P,BHIM,Android,Success,Tier 1,Verified,33,612.86,0.622,0,0,3,1.0,0.7245,0,0,27060.27,0.66
TXN0005919,USR00769,USR00357,User,424.39,2024-09-27 10:05:47,2024-09-27,10,Friday,0,0,260613.17,P2P,PhonePe,Android,Success,Tier 1,Not Verified,35,512.45,0.689,0,0,0,0.0,0.1718,0,0,49431.66,0.7
TXN0002292,USR01430,MRC0126,Merchant,112.79,2024-09-27 10:07:05,2024-09-27,10,Friday,0,0,221514.43,Bill Payment,PhonePe,Android,Success,Tier 2,Verified,17,432.88,0.717,0,0,4,3.0,0.7394,0,1,67077.54,0.34
TXN0004307,USR01832,USR01509,User,656.58,2024-09-27 10:17:37,2024-09-27,10,Friday,0,0,246009.0,P2P,Paytm,Android,Success,Tier 2,Verified,37,628.59,0.211,0,0,0,0.0,0.0445,0,0,61526.08,0.74
TXN0006566,USR00036,MRC0385,Merchant,326.03,2024-09-27 10:30:29,2024-09-27,10,Friday,0,0,141735.45,Recharge,BHIM,iOS,Success,Tier 3,Verified,21,612.72,0.915,0,0,0,0.0,0.4679,0,0,2211.9,0.42
TXN0008095,USR00414,MRC0385,Merchant,379.73,2024-09-27 10:44:14,2024-09-27,10,Friday,0,0,-125029.27,P2M,Paytm,Android,Success,Tier 1,Verified,44,553.23,0.723,0,0,0,4.0,0.3136,0,0,14271.88,0.88
TXN0017173,USR01618,MRC0053,Merchant,1616.66,2024-09-27 11:36:48,2024-09-27,11,Friday,0,0,213104.73,Bill Payment,GPay,Android,Success,Tier 1,Verified,48,883.12,0.313,0,0,0,0.0,0.8306,0,1,9093.65,0.96
TXN0009457,USR01714,MRC0045,Merchant,235.89,2024-09-27 12:09:29,2024-09-27,12,Friday,0,0,346745.82,P2M,Paytm,Android,Success,Tier 1,Verified,32,438.26,0.157,0,0,0,0.0,0.4618,0,0,7112.07,0.64
TXN0015174,USR01100,MRC0352,Merchant,1452.22,2024-09-27 12:28:08,2024-09-27,12,Friday,0,0,100073.5,P2M,GPay,iOS,Success,Tier 1,Not Verified,40,1379.48,0.644,0,0,0,3.0,0.0527,0,0,61131.64,0.8
TXN0011298,USR01894,MRC0107,Merchant,327.97,2024-09-27 12:55:21,2024-09-27,12,Friday,0,0,-8315.85,P2M,GPay,Android,Success,Tier 2,Verified,28,309.19,0.376,0,0,0,0.0,0.0607,0,0,63374.24,0.56
TXN0007210,USR01373,MRC0115,Merchant,686.61,2024-09-27 13:07:22,2024-09-27,13,Friday,0,0,188560.28,P2M,PhonePe,iOS,Success,Tier 2,Verified,20,587.48,0.541,0,0,0,0.0,0.1687,0,0,34829.8,0.4
TXN0002312,USR00958,USR00811,User,509.78,2024-09-27 13:29:47,2024-09-27,13,Friday,0,0,43118.62,P2P,Paytm,iOS,Success,Tier 1,Verified,49,453.48,0.824,0,0,2,0.0,0.1242,1,0,19358.35,0.98
TXN0015317,USR00663,MRC0281,Merchant,1040.37,2024-09-27 13:36:50,2024-09-27,13,Friday,0,0,147268.18,P2M,PhonePe,Android,Pending,Tier 2,Verified,13,873.38,0.438,0,0,0,1.0,0.1912,0,0,22950.44,0.26
TXN0011691,USR00976,MRC0336,Merchant,2589.94,2024-09-27 13:41:55,2024-09-27,13,Friday,0,0,235044.28,Subscription,PhonePe,iOS,Success,Tier 1,Verified,49,924.21,0.499,0,0,0,0.0,1.8023,0,1,58715.55,0.98
TXN0002489,USR01520,USR01540,User,580.58,2024-09-27 13:42:27,2024-09-27,13,Friday,0,0,375844.6,P2P,GPay,Android,Success,Tier 1,Verified,43,869.37,0.549,0,0,3,1.0,0.3322,0,0,27752.2,0.86
TXN0019454,USR01071,MRC0220,Merchant,53.38,2024-09-27 13:56:56,2024-09-27,13,Friday,0,0,259255.87,P2M,GPay,iOS,Success,Tier 3,Verified,17,119.87,0.677,0,0,1,,0.5547,0,0,47396.38,0.34
TXN0000332,USR01377,USR00554,User,209.62,2024-09-27 15:10:10,2024-09-27,15,Friday,0,0,274601.08,P2P,GPay,iOS,Success,Tier 2,Verified,30,517.81,0.43,0,0,0,4.0,0.5952,0,0,56728.8,0.6
TXN0012340,USR01090,MRC0339,Merchant,748.07,2024-09-27 16:11:24,2024-09-27,16,Friday,0,0,-90956.9,Subscription,PhonePe,iOS,Success,Tier 1,Verified,33,636.16,0.32,1,0,2,3.0,0.1759,0,1,25236.78,0.66
TXN0006438,USR00038,MRC0384,Merchant,1963.95,2024-09-27 16:29:07,2024-09-27,16,Friday,0,0,352144.48,P2M,GPay,Android,Success,Tier 2,Verified,25,999.44,0.319,0,0,0,0.0,0.9651,0,0,32243.42,0.5
TXN0013663,USR00775,MRC0120,Merchant,216.74,2024-09-27 17:45:21,2024-09-27,17,Friday,0,0,188190.97,P2M,BHIM,Android,Success,Tier 3,Not Verified,27,127.79,0.398,0,0,0,0.0,0.6961,0,0,31297.05,0.54
TXN0009296,USR00726,MRC0398,Merchant,1084.24,2024-09-27 17:49:28,2024-09-27,17,Friday,0,0,-73728.5,Bill Payment,Paytm,Android,Pending,Tier 3,Verified,11,609.91,0.301,0,0,0,1.0,0.7777,0,1,1350.96,0.22
TXN0008803,USR01162,USR01252,User,4728.45,2024-09-27 18:25:18,2024-09-27,18,Friday,0,0,-84925.08,P2P,Paytm,Android,Failed,Tier 1,Verified,28,1113.35,0.696,0,0,0,0.0,3.247,0,0,68985.8,0.56
TXN0003709,USR01536,MRC0010,Merchant,456.33,2024-09-27 18:29:16,2024-09-27,18,Friday,0,0,132958.68,P2M,BHIM,Android,Success,Tier 2,Verified,36,986.96,0.176,0,0,0,0.0,0.5376,0,0,66542.54,0.72
TXN0018363,USR01248,MRC0147,Merchant,55.38,2024-09-27 18:39:32,2024-09-27,18,Friday,0,0,187743.28,P2M,BHIM,Android,Success,Tier 3,Verified,30,107.62,0.537,0,0,0,0.0,0.4854,0,0,73671.13,0.6
TXN0001704,USR00499,MRC0360,Merchant,942.45,2024-09-27 19:13:37,2024-09-27,19,Friday,0,0,-59971.88,EMI,GPay,Android,Success,Tier 2,Verified,19,450.71,0.222,0,0,0,0.0,1.091,0,1,68190.81,0.38
TXN0012685,USR01646,MRC0203,Merchant,595.81,2024-09-27 19:56:05,2024-09-27,19,Friday,0,0,-88178.38,P2M,Paytm,iOS,Success,Tier 1,Verified,50,1665.11,0.859,0,0,0,0.0,0.6422,0,0,74765.89,1.0
TXN0015243,USR00479,MRC0199,Merchant,571.98,2024-09-27 20:03:21,2024-09-27,20,Friday,0,0,-71881.05,Subscription,GPay,Android,Success,Tier 2,Verified,25,1065.19,0.167,0,0,5,2.0,0.463,1,1,6150.58,0.5
TXN0014574,USR00762,USR01027,User,271.98,2024-09-27 20:15:33,2024-09-27,20,Friday,0,0,-112599.25,P2P,PhonePe,Android,Success,Tier 2,Verified,29,373.62,0.341,0,0,0,4.0,0.272,0,0,79640.33,0.58
TXN0018371,USR00529,MRC0099,Merchant,504.27,2024-09-27 20:19:11,2024-09-27,20,Friday,0,0,17838.03,Bill Payment,PhonePe,Android,Success,Tier 1,Verified,54,533.9,0.453,0,0,0,0.0,,0,1,10959.28,1.0
TXN0016998,USR01659,MRC0230,Merchant,1792.21,2024-09-27 20:34:16,2024-09-27,20,Friday,0,0,-8341.68,P2M,PhonePe,iOS,Success,Tier 1,Verified,32,1428.01,0.283,0,0,0,2.0,0.255,0,0,67397.18,0.64
TXN0017980,USR01010,USR01536,User,331.69,2024-09-27 20:40:00,2024-09-27,20,Friday,0,0,242471.57,P2P,Amazon Pay,Android,Success,Tier 3,Verified,12,423.2,0.64,0,0,0,0.0,0.2162,0,0,2606.78,0.24
TXN0001366,USR00686,USR00084,User,184.85,2024-09-27 21:12:40,2024-09-27,21,Friday,0,0,,P2P,GPay,Android,Success,Tier 1,Verified,40,254.87,0.923,0,0,0,0.0,,0,0,29385.6,0.8
TXN0018169,USR01194,MRC0236,Merchant,889.66,2024-09-27 21:36:08,2024-09-27,21,Friday,0,0,-83977.83,Recharge,PhonePe,Android,Success,Tier 2,Not Verified,33,1096.53,0.34,0,0,0,0.0,,0,0,71756.51,0.66
TXN0016943,USR01792,MRC0187,Merchant,294.89,2024-09-27 21:41:18,2024-09-27,21,Friday,0,0,241353.35,P2M,Paytm,Android,Success,Tier 2,Verified,30,304.15,0.79,0,0,4,0.0,0.0304,0,0,50879.79,0.6
TXN0014791,USR01168,MRC0391,Merchant,216.43,2024-09-27 22:21:06,2024-09-27,22,Friday,0,1,-93505.98,Bill Payment,BHIM,Android,Success,Tier 2,Verified,33,338.16,0.482,0,0,4,0.0,0.36,0,1,12426.36,0.66
TXN0019010,USR00469,USR01754,User,175.57,2024-09-28 00:02:22,2024-09-28,0,Saturday,1,1,-113902.07,P2P,Paytm,iOS,Success,Tier 1,Verified,56,676.61,0.582,0,0,3,0.0,0.7405,0,0,24208.07,1.0
TXN0003093,USR00365,USR00544,User,311.19,2024-09-28 00:50:36,2024-09-28,0,Saturday,1,1,-94422.2,P2P,PhonePe,Android,Pending,Tier 3,Verified,11,515.8,0.879,0,0,0,1.0,0.3967,0,0,36344.02,0.22
TXN0011103,USR00132,USR01519,User,637.83,2024-09-28 01:09:19,2024-09-28,1,Saturday,1,1,29544.02,P2P,GPay,Android,Success,Tier 2,Verified,37,684.94,0.782,0,0,0,1.0,0.0688,0,0,62775.63,0.74
TXN0004816,USR00472,USR00065,User,308.48,2024-09-28 01:32:24,2024-09-28,1,Saturday,1,1,107846.22,P2P,GPay,Android,Success,Tier 3,Verified,27,255.65,0.457,0,0,0,0.0,0.2066,0,0,14383.46,0.54
TXN0003271,USR01942,MRC0133,Merchant,928.3,2024-09-28 01:57:27,2024-09-28,1,Saturday,1,1,,Subscription,PhonePe,Android,Success,Tier 1,Verified,19,1137.98,0.56,0,0,0,0.0,0.1843,0,1,14627.0,0.38
TXN0003336,USR00278,MRC0380,Merchant,496.04,2024-09-28 03:34:22,2024-09-28,3,Saturday,1,1,,EMI,PhonePe,Android,Success,Tier 2,Verified,34,312.94,0.829,0,0,0,0.0,0.5851,0,1,14876.81,0.68
TXN0002167,USR00547,MRC0325,Merchant,2134.37,2024-09-28 04:17:46,2024-09-28,4,Saturday,1,1,,P2M,BHIM,Android,Success,Tier 2,Verified,40,1043.41,0.225,1,0,2,1.0,1.0456,0,0,75731.11,0.8
TXN0015139,USR00289,MRC0080,Merchant,788.79,2024-09-28 04:45:29,2024-09-28,4,Saturday,1,1,307114.58,P2M,PhonePe,Web,Success,Tier 2,Not Verified,36,776.12,0.956,0,0,0,2.0,0.0163,0,0,57828.05,0.72
TXN0011883,USR00296,MRC0200,Merchant,327.88,2024-09-28 04:45:50,2024-09-28,4,Saturday,1,1,60484.57,Recharge,BHIM,Android,Success,Tier 3,Verified,17,280.14,0.806,0,0,0,2.0,0.1704,0,0,40753.49,0.34
TXN0002611,USR00568,USR01862,User,588.48,2024-09-28 05:05:13,2024-09-28,5,Saturday,1,1,,P2P,Paytm,Android,Success,Tier 2,Verified,14,281.3,0.712,0,0,2,1.0,1.092,0,0,63306.44,0.28
TXN0007811,USR01888,MRC0113,Merchant,197.74,2024-09-28 05:06:18,2024-09-28,5,Saturday,1,1,322229.02,P2M,WhatsApp Pay,Android,Success,Tier 2,Verified,24,335.68,0.268,0,0,4,,0.4109,0,0,10433.72,0.48
TXN0010554,USR01682,MRC0251,Merchant,902.77,2024-09-28 05:07:06,2024-09-28,5,Saturday,1,1,370989.68,EMI,Amazon Pay,iOS,Success,Tier 2,Not Verified,34,375.8,0.966,0,0,0,0.0,1.4023,1,1,19707.43,0.68
TXN0005461,USR01949,MRC0366,Merchant,597.63,2024-09-28 05:34:21,2024-09-28,5,Saturday,1,1,208055.45,P2M,Paytm,iOS,Success,Tier 2,Verified,36,472.44,0.194,0,0,0,2.0,,0,0,69115.54,0.72
TXN0003974,USR01050,MRC0153,Merchant,177.54,2024-09-28 05:49:31,2024-09-28,5,Saturday,1,1,-22971.0,P2M,PhonePe,Android,Pending,Tier 3,Verified,22,212.21,0.454,0,0,4,0.0,0.1634,0,0,76705.05,0.44
TXN0001823,USR01411,MRC0233,Merchant,578.21,2024-09-28 06:50:33,2024-09-28,6,Saturday,1,0,,Subscription,Amazon Pay,Android,Success,Tier 2,Not Verified,38,681.59,0.626,1,0,0,0.0,0.1517,0,1,33550.78,0.76
TXN0008707,USR00087,MRC0211,Merchant,301.24,2024-09-28 07:10:04,2024-09-28,7,Saturday,1,0,171517.15,P2M,GPay,iOS,Failed,Tier 1,Verified,33,612.86,0.622,0,0,0,0.0,0.5085,0,0,25825.84,0.66
TXN0013162,USR01991,MRC0304,Merchant,664.82,2024-09-28 07:41:48,2024-09-28,7,Saturday,1,0,-50413.23,P2M,GPay,Web,Success,Tier 1,Verified,66,461.43,0.405,0,0,0,0.0,0.4408,0,0,38189.92,1.0
TXN0004342,USR00900,USR00348,User,3454.97,2024-09-28 07:43:19,2024-09-28,7,Saturday,1,0,224027.88,P2P,PhonePe,iOS,Success,Tier 1,Verified,18,867.53,0.495,0,0,1,0.0,2.9825,0,0,79935.8,0.36
TXN0000895,USR01675,MRC0138,Merchant,321.92,2024-09-28 07:43:39,2024-09-28,7,Saturday,1,0,124585.9,P2M,PhonePe,iOS,Success,Tier 1,Verified,55,503.45,0.868,0,0,5,2.0,0.3606,0,0,14988.15,1.0
TXN0013822,USR01747,MRC0148,Merchant,742.16,2024-09-28 08:28:05,2024-09-28,8,Saturday,1,0,196602.52,P2M,PhonePe,Android,Success,Tier 2,Verified,31,795.77,0.875,0,0,0,0.0,0.0674,0,0,10481.4,0.62
TXN0004939,USR01455,MRC0100,Merchant,1932.25,2024-09-28 09:04:30,2024-09-28,9,Saturday,1,0,86349.03,P2M,GPay,Android,Success,Tier 2,Verified,40,860.02,0.236,0,0,0,0.0,1.2468,0,0,74552.52,0.8
TXN0008306,USR00521,MRC0099,Merchant,207.02,2024-09-28 10:06:31,2024-09-28,10,Saturday,1,0,257732.32,Recharge,PhonePe,iOS,Success,Tier 2,Verified,33,260.53,0.829,0,0,0,2.0,0.2054,0,0,4892.01,0.66
TXN0016761,USR01129,MRC0208,Merchant,602.3,2024-09-28 10:17:10,2024-09-28,10,Saturday,1,0,327526.8,Recharge,Paytm,Android,Success,Tier 1,Verified,55,946.44,0.242,0,0,0,1.0,0.3636,0,0,32694.75,1.0
TXN0005020,USR00156,MRC0313,Merchant,121.33,2024-09-28 10:32:10,2024-09-28,10,Saturday,1,0,,P2M,GPay,iOS,Success,Tier 3,Verified,23,167.45,0.522,0,0,0,0.0,0.2754,0,0,27619.45,0.46
TXN0001786,USR00023,USR01168,User,283.78,2024-09-28 13:21:39,2024-09-28,13,Saturday,1,0,245086.65,P2P,PhonePe,Web,Success,Tier 2,Not Verified,26,305.67,0.203,0,0,0,3.0,0.0716,0,0,26326.74,0.52
TXN0017155,USR00697,USR01918,User,1331.49,2024-09-28 13:25:25,2024-09-28,13,Saturday,1,0,176258.05,P2P,PhonePe,Android,Success,Tier 2,Verified,28,1009.08,0.389,1,0,0,3.0,0.3195,0,0,37772.01,0.56
TXN0017858,USR00678,MRC0272,Merchant,1738.98,2024-09-28 13:43:56,2024-09-28,13,Saturday,1,0,200578.17,P2M,GPay,iOS,Success,Tier 1,Verified,20,1360.2,0.701,0,0,0,0.0,0.2785,0,0,67154.09,0.4
TXN0005289,USR01965,USR00656,User,412.83,2024-09-28 14:06:34,2024-09-28,14,Saturday,1,0,321563.42,P2P,Paytm,iOS,Success,Tier 2,Verified,32,716.55,0.731,0,0,0,0.0,0.4239,0,0,29957.71,0.64
TXN0018288,USR01684,MRC0313,Merchant,237.65,2024-09-28 14:47:23,2024-09-28,14,Saturday,1,0,-123132.88,P2M,PhonePe,Android,Failed,Tier 2,Verified,22,558.89,0.279,0,0,0,1.0,0.5748,0,0,56320.81,0.44
TXN0004936,USR00402,USR00001,User,48.04,2024-09-28 14:50:06,2024-09-28,14,Saturday,1,0,368138.2,P2P,PhonePe,Android,Failed,Tier 2,Verified,26,234.67,0.309,0,0,0,,0.7953,0,0,33893.53,0.52
TXN0011575,USR00789,MRC0053,Merchant,194.31,2024-09-28 14:51:47,2024-09-28,14,Saturday,1,0,195285.53,P2M,Paytm,Web,Success,Tier 1,Verified,27,402.16,0.67,0,0,0,0.0,0.5168,0,0,14997.31,0.54
TXN0008000,USR01475,MRC0330,Merchant,778.83,2024-09-28 15:29:26,2024-09-28,15,Saturday,1,0,385539.17,Recharge,PhonePe,Android,Success,Tier 2,Verified,36,708.05,0.187,0,0,0,1.0,0.1,0,0,60302.22,0.72
TXN0006525,USR00442,MRC0115,Merchant,3922.18,2024-09-28 15:35:37,2024-09-28,15,Saturday,1,0,72875.35,P2M,GPay,Android,Success,Tier 2,Verified,42,790.42,0.155,0,0,0,0.0,3.9621,0,0,43253.1,0.84
TXN0011396,USR01512,MRC0187,Merchant,180.72,2024-09-28 15:45:51,2024-09-28,15,Saturday,1,0,70526.03,Bill Payment,Amazon Pay,Android,Failed,Tier 2,Verified,33,238.61,0.421,0,0,0,4.0,0.2426,0,1,13930.7,0.66
TXN0007372,USR01089,MRC0170,Merchant,373.96,2024-09-28 15:57:12,2024-09-28,15,Saturday,1,0,,Recharge,PhonePe,iOS,Success,Tier 2,Verified,35,478.31,0.528,0,0,1,0.0,0.2182,0,0,7825.87,0.7
TXN0010174,USR00500,MRC0297,Merchant,1033.7,2024-09-28 16:04:56,2024-09-28,16,Saturday,1,0,45314.15,P2M,GPay,Android,Success,Tier 3,Verified,20,349.48,0.442,0,0,4,0.0,1.9578,0,0,69953.27,0.4
TXN0014333,USR00787,USR01467,User,1764.87,2024-09-28 16:20:51,2024-09-28,16,Saturday,1,0,326180.48,P2P,PhonePe,Web,Success,Tier 1,Verified,57,1318.67,0.269,0,0,1,0.0,0.3384,0,0,53571.01,1.0
TXN0000157,USR00678,MRC0231,Merchant,1963.63,2024-09-28 16:23:14,2024-09-28,16,Saturday,1,0,,P2M,PhonePe,Android,Success,Tier 1,Verified,20,1360.2,0.701,0,0,0,0.0,0.4436,0,0,2562.27,0.4
TXN0010105,USR01010,MRC0340,Merchant,136.54,2024-09-28 16:36:24,2024-09-28,16,Saturday,1,0,3941.8,EMI,GPay,Android,Success,Tier 3,Verified,12,423.2,0.64,0,0,0,0.0,0.6774,0,1,28831.29,0.24
TXN0012082,USR00633,USR01910,User,144.28,2024-09-28 17:58:27,2024-09-28,17,Saturday,1,0,92122.25,P2P,GPay,Android,Success,Tier 3,Verified,19,221.18,0.131,0,0,0,0.0,0.3477,0,0,926.43,0.38
TXN0009119,USR00001,MRC0092,Merchant,566.7,2024-09-28 19:18:23,2024-09-28,19,Saturday,1,0,2621.63,P2M,WhatsApp Pay,Android,Success,Tier 2,Verified,19,629.65,0.348,0,0,1,,0.1,0,0,1686.93,0.38
TXN0002690,USR01377,MRC0053,Merchant,759.48,2024-09-28 19:22:46,2024-09-28,19,Saturday,1,0,161166.85,P2M,Paytm,Android,Success,Tier 2,Verified,30,517.81,0.43,0,0,2,0.0,0.4667,0,0,35948.59,0.6
TXN0000341,USR01993,MRC0097,Merchant,300.28,2024-09-28 20:09:55,2024-09-28,20,Saturday,1,0,,EMI,PhonePe,iOS,Success,Tier 1,Verified,65,312.16,0.61,0,0,0,1.0,0.0381,0,1,18603.39,1.0
TXN0017413,USR01740,MRC0253,Merchant,335.8,2024-09-28 20:40:26,2024-09-28,20,Saturday,1,0,14995.58,EMI,PhonePe,iOS,Success,Tier 2,Verified,28,476.21,0.672,0,0,0,3.0,0.2948,1,1,37822.54,0.56
TXN0015902,USR01269,MRC0078,Merchant,725.05,2024-09-28 20:54:22,2024-09-28,20,Saturday,1,0,371063.97,Bill Payment,GPay,Android,Success,Tier 1,Verified,44,623.17,0.101,0,0,3,3.0,0.1635,0,1,60008.44,0.88
TXN0014485,USR01450,MRC0181,Merchant,1261.42,2024-09-28 21:31:51,2024-09-28,21,Saturday,1,0,41120.0,Bill Payment,GPay,Android,Success,Tier 3,Verified,21,205.59,0.219,0,0,0,0.0,5.1356,0,1,75432.61,0.42
TXN0003802,USR00969,MRC0209,Merchant,714.11,2024-09-28 21:56:23,2024-09-28,21,Saturday,1,0,360202.55,P2M,Amazon Pay,iOS,Success,Tier 1,Verified,14,749.68,0.581,0,0,0,0.0,0.0474,0,0,21585.66,0.28
TXN0008784,USR01612,MRC0186,Merchant,1695.98,2024-09-28 22:05:19,2024-09-28,22,Saturday,1,1,84558.05,P2M,PhonePe,Android,Success,Tier 2,Verified,4,674.78,0.927,0,1,0,0.0,1.5134,1,0,24528.55,0.08
TXN0001088,USR01566,MRC0377,Merchant,1364.73,2024-09-28 23:25:46,2024-09-28,23,Saturday,1,1,293142.73,P2M,PhonePe,Android,Pending,Tier 1,Verified,48,1223.28,0.96,1,0,0,0.0,0.1156,0,0,34088.11,0.96
TXN0008428,USR00137,MRC0123,Merchant,1449.24,2024-09-29 00:00:04,2024-09-29,0,Sunday,1,1,161550.18,Bill Payment,GPay,Android,Success,Tier 1,Not Verified,26,1207.78,0.956,0,0,0,1.0,0.1999,0,1,22483.36,0.52
TXN0007118,USR01877,USR01244,User,431.06,2024-09-29 00:51:23,2024-09-29,0,Sunday,1,1,311782.43,P2P,GPay,Android,Failed,Tier 1,Verified,70,796.49,0.428,0,0,2,0.0,0.4588,0,0,8700.23,1.0
TXN0017908,USR01670,MRC0312,Merchant,590.01,2024-09-29 01:24:19,2024-09-29,1,Sunday,1,1,,EMI,PhonePe,Android,Success,Tier 1,Verified,53,1097.49,0.84,0,0,0,1.0,0.4624,0,1,17787.84,1.0
TXN0004270,USR01511,USR00186,User,318.43,2024-09-29 02:10:05,2024-09-29,2,Sunday,1,1,257923.63,P2P,PhonePe,Android,Failed,Tier 3,Verified,11,339.05,0.288,0,0,1,0.0,0.0608,0,0,25653.01,0.22
TXN0013242,USR01736,MRC0137,Merchant,517.47,2024-09-29 02:11:57,2024-09-29,2,Sunday,1,1,249375.3,P2M,Amazon Pay,Android,Success,Tier 2,Verified,26,559.66,0.273,0,0,3,0.0,0.0754,0,0,68898.12,0.52
TXN0000744,USR01212,MRC0100,Merchant,1361.43,2024-09-29 02:18:17,2024-09-29,2,Sunday,1,1,-56510.18,P2M,GPay,Web,Success,Tier 3,Verified,17,561.88,0.564,0,0,0,0.0,1.423,0,0,64931.94,0.34
TXN0007915,USR01675,MRC0001,Merchant,470.86,2024-09-29 03:27:13,2024-09-29,3,Sunday,1,1,66396.77,Recharge,PhonePe,Android,Pending,Tier 1,Verified,55,503.45,0.868,0,0,2,0.0,0.0647,0,0,48292.21,1.0
TXN0005999,USR00580,MRC0239,Merchant,225.59,2024-09-29 05:06:48,2024-09-29,5,Sunday,1,1,141549.58,Subscription,Paytm,Android,Success,Tier 2,Verified,36,262.23,0.201,0,0,0,0.0,0.1397,0,1,37520.97,0.72
TXN0006823,USR01359,MRC0366,Merchant,451.92,2024-09-29 05:40:23,2024-09-29,5,Sunday,1,1,135181.97,Recharge,Paytm,Android,Success,Tier 3,Verified,19,110.04,0.854,0,0,0,1.0,3.1069,0,0,73726.15,0.38
TXN0013373,USR01908,USR01171,User,459.9,2024-09-29 06:10:43,2024-09-29,6,Sunday,1,0,-52156.3,P2P,PhonePe,iOS,Failed,Tier 2,Verified,37,819.1,0.905,0,0,0,0.0,0.4385,0,0,12256.39,0.74
TXN0003197,USR00495,USR00553,User,958.37,2024-09-29 06:17:30,2024-09-29,6,Sunday,1,0,246838.42,P2P,GPay,Android,Success,Tier 2,Verified,48,415.91,0.98,0,0,0,0.0,1.3043,0,0,24196.78,0.96
TXN0012793,USR01079,MRC0026,Merchant,1972.48,2024-09-29 06:18:46,2024-09-29,6,Sunday,1,0,162505.27,EMI,BHIM,Android,Success,Tier 1,Verified,33,1015.53,0.506,0,0,0,0.0,0.9423,0,1,79130.75,0.66
TXN0010424,USR00538,MRC0283,Merchant,744.14,2024-09-29 06:55:22,2024-09-29,6,Sunday,1,0,79045.73,P2M,Paytm,Web,Failed,Tier 1,Verified,32,566.25,0.499,0,0,0,3.0,0.3142,0,0,13475.7,0.64
TXN0012978,USR01164,MRC0013,Merchant,1142.38,2024-09-29 07:15:15,2024-09-29,7,Sunday,1,0,87795.0,Bill Payment,Paytm,Android,Success,Tier 2,Not Verified,33,393.12,0.703,0,0,0,2.0,1.9059,0,1,36702.51,0.66
TXN0017021,USR01724,MRC0112,Merchant,101.73,2024-09-29 07:41:43,2024-09-29,7,Sunday,1,0,371468.45,P2M,Amazon Pay,Android,Success,Tier 1,Verified,31,368.72,0.896,0,0,0,0.0,0.7241,0,0,76394.71,0.62
TXN0001324,USR01855,MRC0073,Merchant,253.78,2024-09-29 07:50:22,2024-09-29,7,Sunday,1,0,,P2M,GPay,Android,Success,Tier 3,Verified,26,165.83,0.762,1,0,0,1.0,0.5304,0,0,858.5,0.52
TXN0000072,USR00012,USR00639,User,2092.43,2024-09-29 10:07:27,2024-09-29,10,Sunday,1,0,,P2P,PhonePe,Android,Success,Tier 2,Verified,29,1329.58,0.42,0,0,0,0.0,0.5738,0,0,37761.18,0.58
TXN0003536,USR00038,USR00560,User,739.3,2024-09-29 10:13:41,2024-09-29,10,Sunday,1,0,280410.42,P2P,GPay,Android,Success,Tier 2,Verified,25,999.44,0.319,0,0,0,1.0,0.2603,0,0,33660.96,0.5
TXN0014015,USR00054,MRC0061,Merchant,149.37,2024-09-29 10:34:17,2024-09-29,10,Sunday,1,0,272439.5,P2M,BHIM,Android,Failed,Tier 3,Verified,19,286.71,0.456,0,0,0,0.0,0.479,0,0,35826.36,0.38
TXN0003789,USR00127,MRC0116,Merchant,395.53,2024-09-29 11:02:22,2024-09-29,11,Sunday,1,0,216379.92,EMI,GPay,iOS,Success,Tier 2,Verified,48,433.16,0.321,0,0,0,0.0,0.0869,0,1,55856.87,0.96
TXN0015763,USR01693,MRC0356,Merchant,209.8,2024-09-29 11:16:45,2024-09-29,11,Sunday,1,0,57027.82,P2M,Paytm,iOS,Success,Tier 1,Verified,44,1038.73,0.135,0,0,4,0.0,0.798,1,0,65919.8,0.88
